instance,ub,lb,T,R,job,due_date,p_machine1,p_machine2,p_machine3,p_machine4,p_machine5
10,1108,1082,0.6,0.6,12,738,39,32,47,32,49
10,1108,1082,0.6,0.6,13,649,91,16,39,26,90
10,1108,1082,0.6,0.6,14,246,81,87,66,22,34
10,1108,1082,0.6,0.6,15,226,33,78,41,12,11
10,1108,1082,0.6,0.6,16,227,14,41,46,23,81
10,1108,1082,0.6,0.6,17,306,88,43,24,34,51
10,1108,1082,0.6,0.6,18,449,22,94,23,87,21
10,1108,1082,0.6,0.6,19,389,36,1,68,59,39
10,1108,1082,0.6,0.6,20,297,65,93,50,2,27
10,1108,1082,0.6,1.0,1,365,27,79,22,93,38
10,1108,1082,0.6,1.0,2,926,92,23,93,22,84
10,1108,1082,0.6,1.0,3,713,75,66,62,64,62
10,1108,1082,0.6,1.0,4,583,94,5,53,81,10
10,1108,1082,0.6,1.0,5,153,18,15,30,94,11
10,1108,1082,0.6,1.0,6,153,41,51,34,97,93
10,1108,1082,0.6,1.0,7,58,37,2,27,54,57
10,1108,1082,0.6,1.0,8,844,58,81,30,82,81
10,1108,1082,0.6,1.0,9,586,56,12,54,11,10
10,1108,1082,0.6,1.0,10,690,20,40,77,91,40
10,1108,1082,0.6,1.0,11,21,2,59,24,23,62
10,1108,1082,0.6,1.0,12,945,39,32,47,32,49
10,1108,1082,0.6,1.0,13,811,91,16,39,26,90
10,1108,1082,0.6,1.0,14,208,81,87,66,22,34
10,1108,1082,0.6,1.0,15,178,33,78,41,12,11
10,1108,1082,0.6,1.0,16,179,14,41,46,23,81
10,1108,1082,0.6,1.0,17,297,88,43,24,34,51
10,1108,1082,0.6,1.0,18,511,22,94,23,87,21
10,1108,1082,0.6,1.0,19,421,36,1,68,59,39
10,1108,1082,0.6,1.0,20,284,65,93,50,2,27
10,1108,1082,0.8,0.2,1,189,27,79,22,93,38
10,1108,1082,0.8,0.2,2,314,92,23,93,22,84
10,1108,1082,0.8,0.2,3,267,75,66,62,64,62
10,1108,1082,0.8,0.2,4,238,94,5,53,81,10
10,1108,1082,0.8,0.2,5,142,18,15,30,94,11
10,1108,1082,0.8,0.2,6,142,41,51,34,97,93
10,1108,1082,0.8,0.2,7,121,37,2,27,54,57
10,1108,1082,0.8,0.2,8,296,58,81,30,82,81
10,1108,1082,0.8,0.2,9,238,56,12,54,11,10
10,1108,1082,0.8,0.2,10,261,20,40,77,91,40
10,1108,1082,0.8,0.2,11,113,2,59,24,23,62
10,1108,1082,0.8,0.2,12,318,39,32,47,32,49
10,1108,1082,0.8,0.2,13,288,91,16,39,26,90
10,1108,1082,0.8,0.2,14,154,81,87,66,22,34
10,1108,1082,0.8,0.2,15,148,33,78,41,12,11
10,1108,1082,0.8,0.2,16,148,14,41,46,23,81
10,1108,1082,0.8,0.2,17,174,88,43,24,34,51
10,1108,1082,0.8,0.2,18,222,22,94,23,87,21
10,1108,1082,0.8,0.2,19,202,36,1,68,59,39
10,1108,1082,0.8,0.2,20,171,65,93,50,2,27
10,1108,1082,0.8,0.6,1,203,27,79,22,93,38
10,1108,1082,0.8,0.6,2,514,92,23,93,22,84
10,1108,1082,0.8,0.6,3,396,75,66,62,64,62
10,1108,1082,0.8,0.6,4,324,94,5,53,81,10
10,1108,1082,0.8,0.6,5,85,18,15,30,94,11
10,1108,1082,0.8,0.6,6,85,41,51,34,97,93
10,1108,1082,0.8,0.6,7,32,37,2,27,54,57
10,1108,1082,0.8,0.6,8,469,58,81,30,82,81
10,1108,1082,0.8,0.6,9,326,56,12,54,11,10
10,1108,1082,0.8,0.6,10,383,20,40,77,91,40
10,1108,1082,0.8,0.6,11,12,2,59,24,23,62
10,1108,1082,0.8,0.6,12,525,39,32,47,32,49
10,1108,1082,0.8,0.6,13,451,91,16,39,26,90
10,1108,1082,0.8,0.6,14,116,81,87,66,22,34
10,1108,1082,0.8,0.6,15,99,33,78,41,12,11
10,1108,1082,0.8,0.6,16,100,14,41,46,23,81
10,1108,1082,0.8,0.6,17,165,88,43,24,34,51
10,1108,1082,0.8,0.6,18,284,22,94,23,87,21
10,1108,1082,0.8,0.6,19,234,36,1,68,59,39
10,1108,1082,0.8,0.6,20,158,65,93,50,2,27
10,1108,1082,0.8,1.0,1,284,27,79,22,93,38
10,1108,1082,0.8,1.0,2,720,92,23,93,22,84
10,1108,1082,0.8,1.0,3,555,75,66,62,64,62
10,1108,1082,0.8,1.0,4,454,94,5,53,81,10
10,1108,1082,0.8,1.0,5,119,18,15,30,94,11
10,1108,1082,0.8,1.0,6,119,41,51,34,97,93
10,1108,1082,0.8,1.0,7,45,37,2,27,54,57
10,1108,1082,0.8,1.0,8,656,58,81,30,82,81
10,1108,1082,0.8,1.0,9,456,56,12,54,11,10
10,1108,1082,0.8,1.0,10,537,20,40,77,91,40
10,1108,1082,0.8,1.0,11,17,2,59,24,23,62
10,1108,1082,0.8,1.0,12,735,39,32,47,32,49
10,1108,1082,0.8,1.0,13,631,91,16,39,26,90
10,1108,1082,0.8,1.0,14,162,81,87,66,22,34
10,1108,1082,0.8,1.0,15,139,33,78,41,12,11
10,1108,1082,0.8,1.0,16,140,14,41,46,23,81
10,1108,1082,0.8,1.0,17,231,88,43,24,34,51
10,1108,1082,0.8,1.0,18,398,22,94,23,87,21
10,1108,1082,0.8,1.0,19,328,36,1,68,59,39
10,1108,1082,0.8,1.0,20,221,65,93,50,2,27
